temperature,ph_level,moisture_content,total_plate_count,coliform_count,storage_time_days,water_activity,food_type,packaging_type,supplier_id,safety_status
12.56,5.14,98.0,363997.3,17945.32,,0.9498,produce,canned,SUP003,unsafe
-13.91,5.77,48.91,426.41,19.91,39.0,,processed,frozen,SUP006,safe
-13.66,6.35,74.61,1773.96,112.6,238.0,0.7925,seafood,frozen,SUP013,safe
12.63,6.41,56.82,24509.69,3762.87,,0.6373,meat,canned,SUP012,safe
3.18,6.0,8.91,234.8,26.02,4.0,0.3497,grain,refrigerated,SUP019,safe
8.03,6.08,70.82,35116.43,4814.31,,0.7619,meat,refrigerated,SUP018,unsafe
18.15,7.01,98.0,3313.77,474.65,223.0,0.9468,seafood,canned,SUP001,unsafe
-13.24,7.01,72.05,8453.93,299.01,205.0,0.765,dairy,frozen,SUP007,safe
,4.45,85.6,565.35,61.79,18.0,,dairy,ambient,SUP012,safe
20.62,3.86,31.86,5472.73,240.26,27.0,0.5117,processed,ambient,SUP010,safe
-9.34,6.33,7.73,189.67,24.42,163.0,0.3603,grain,frozen,SUP012,safe
-9.89,3.87,93.11,65634.29,8932.94,84.0,0.8861,produce,frozen,SUP011,safe
11.2,6.58,85.13,1255.46,63.77,19.0,0.8007,seafood,aerated,SUP004,safe
23.27,6.46,90.89,4590.66,588.4,93.0,0.8985,dairy,ambient,SUP019,unsafe
6.16,5.84,88.97,16066.98,2007.64,39.0,0.9387,dairy,vacuum,SUP006,unsafe
-12.12,5.25,75.8,949.91,,13.0,0.8149,meat,frozen,SUP009,safe
6.96,7.22,,13754.97,2358.12,4.0,0.7821,seafood,aerated,SUP020,safe
9.88,6.31,79.52,2195.06,103.38,1.0,0.8576,produce,aerated,SUP010,safe
17.99,4.73,71.48,4197.54,548.86,240.0,0.7479,produce,canned,SUP005,unsafe
17.23,5.34,64.53,6803.58,1052.62,6.0,0.7552,meat,ambient,SUP013,unsafe
3.42,4.41,48.65,512.03,25.47,54.0,0.5978,processed,vacuum,SUP009,safe
-13.71,3.56,98.0,5395.96,514.19,15.0,0.9547,produce,frozen,SUP002,safe
5.32,5.61,88.99,211558.28,29720.55,137.0,0.8525,produce,vacuum,SUP018,unsafe
7.95,6.25,88.03,,706.68,9.0,0.8476,produce,vacuum,SUP001,safe
12.64,7.81,83.86,45378.94,5161.85,394.0,0.7667,seafood,canned,SUP012,unsafe
-8.84,5.1,67.3,440.1,8.97,447.0,0.7631,meat,frozen,SUP010,safe
5.13,4.8,78.11,2431.12,406.33,,0.8262,meat,aerated,SUP002,safe
17.76,6.02,31.79,22885.16,4896.65,,0.528,grain,canned,SUP009,unsafe
3.71,7.16,98.0,56247.05,13833.22,22.0,0.9508,dairy,vacuum,SUP002,unsafe
8.61,6.62,85.97,17173.35,411.13,730.0,0.8207,dairy,canned,SUP014,unsafe
19.71,6.73,88.37,472.67,7.59,106.0,0.9227,dairy,ambient,SUP011,unsafe
18.24,7.41,98.0,,211.75,6.0,0.9866,dairy,ambient,SUP011,unsafe
10.67,5.41,10.5,67158.63,5504.34,649.0,0.3288,grain,canned,SUP017,unsafe
-19.04,5.32,96.79,99.56,10.56,38.0,0.9558,produce,frozen,SUP004,safe
18.97,8.31,,35334.78,,7.0,0.79,seafood,ambient,SUP013,unsafe
8.93,6.34,81.89,525.61,19.56,3.0,0.8088,dairy,vacuum,SUP007,safe
5.75,5.99,91.56,10990.77,2407.55,2.0,0.8803,seafood,refrigerated,SUP016,unsafe
19.17,6.46,72.82,1762.03,13.57,30.0,0.8,seafood,ambient,SUP001,safe
7.44,5.75,83.72,48595.48,6152.42,26.0,0.7687,dairy,vacuum,SUP013,unsafe
5.92,7.29,64.26,2815.54,25.16,70.0,0.6633,seafood,vacuum,SUP001,safe
14.71,,90.06,3758.16,200.95,12.0,0.8359,meat,ambient,SUP011,unsafe
-18.26,5.72,98.0,22654.56,2179.52,623.0,0.8472,produce,frozen,SUP006,unsafe
5.39,4.91,91.88,,307.36,2.0,0.9515,produce,vacuum,SUP020,safe
8.52,4.8,90.08,12174.75,1119.26,,0.7861,dairy,aerated,SUP003,safe
16.55,6.05,73.96,12082.78,1310.37,441.0,,meat,canned,SUP012,unsafe
6.27,5.62,,3146.78,223.09,30.0,0.9776,produce,refrigerated,SUP005,safe
5.82,7.41,74.81,4127.42,261.45,,0.7716,seafood,refrigerated,SUP009,safe
18.16,5.46,19.32,679.24,50.19,20.0,0.3922,grain,ambient,SUP012,safe
4.86,4.88,98.0,4719.59,839.35,2.0,0.9486,produce,aerated,SUP010,safe
-12.76,6.82,97.15,4735.04,287.11,2.0,0.9316,dairy,frozen,SUP019,safe
-12.42,7.72,62.41,87.19,3.66,128.0,0.7558,dairy,frozen,SUP005,safe
6.83,5.51,84.01,40018.26,,235.0,0.7146,produce,canned,SUP005,unsafe
3.5,6.84,74.81,13391.94,1390.01,18.0,0.7403,dairy,vacuum,SUP009,safe
16.93,5.24,91.5,657.22,83.27,25.0,0.9228,produce,ambient,SUP020,unsafe
4.36,3.77,29.84,117.86,11.04,18.0,0.4965,processed,refrigerated,SUP017,safe
-16.41,6.27,69.54,11390.77,1962.02,217.0,0.7896,produce,frozen,SUP010,safe
-14.11,6.53,91.7,110248.87,5170.63,54.0,0.9092,meat,frozen,SUP001,safe
8.37,6.07,96.18,17607.02,3186.39,6.0,0.9184,produce,aerated,SUP016,unsafe
-14.48,6.85,81.21,257.9,25.43,28.0,0.8128,seafood,frozen,SUP015,safe
1.85,7.48,83.64,87694.24,4877.71,1.0,0.9599,seafood,refrigerated,SUP017,unsafe
-15.92,5.72,51.46,1053.98,89.58,277.0,0.7113,processed,frozen,SUP020,safe
15.76,7.1,,12537.26,1431.06,35.0,0.8446,meat,ambient,SUP013,unsafe
-12.86,5.79,43.68,3992.08,252.09,262.0,0.5878,processed,frozen,SUP001,safe
15.71,5.05,51.87,68915.24,5138.59,60.0,0.664,processed,canned,SUP008,unsafe
1.69,5.45,87.27,6623.56,741.47,34.0,0.9086,dairy,refrigerated,SUP005,safe
10.56,6.62,74.53,11087.58,84.94,6.0,0.8054,dairy,vacuum,SUP006,safe
13.06,6.71,97.77,52352.86,5694.7,730.0,0.8979,dairy,canned,SUP020,unsafe
18.59,7.07,80.54,2667.34,54.66,158.0,0.9128,dairy,canned,SUP014,unsafe
12.07,7.58,95.17,282.22,51.12,40.0,0.9309,dairy,canned,SUP011,safe
-2.08,5.42,91.15,5392.36,575.11,4.0,0.99,produce,refrigerated,SUP006,safe
-12.79,8.18,98.0,387.21,11.36,36.0,0.9464,dairy,frozen,SUP011,safe
4.75,4.39,59.59,5946.91,1023.93,9.0,0.675,meat,refrigerated,SUP013,safe
-13.9,6.34,5.0,4650.19,352.63,538.0,0.4017,grain,frozen,SUP012,safe
12.07,5.86,75.94,11262.4,486.78,145.0,0.8087,dairy,canned,SUP002,unsafe
3.9,4.47,13.33,383.05,15.74,13.0,0.3933,grain,refrigerated,SUP003,safe
7.47,5.64,85.41,24696.24,1731.47,15.0,0.7952,meat,aerated,SUP004,safe
8.09,5.33,98.0,,204.99,6.0,0.97,dairy,aerated,SUP017,unsafe
-11.48,5.37,66.9,390.95,77.68,80.0,0.7102,produce,frozen,SUP006,safe
9.55,5.53,92.5,159577.32,2834.87,32.0,0.8788,produce,aerated,SUP007,unsafe
,6.89,5.0,1317.39,34.4,9.0,0.308,grain,vacuum,SUP015,safe
-14.7,4.29,97.95,537.53,,133.0,0.9586,produce,frozen,SUP011,safe
-15.03,6.73,23.18,536.35,32.69,286.0,0.3739,grain,frozen,SUP003,safe
,5.88,69.6,528.97,88.1,0.0,0.7418,meat,canned,SUP006,safe
17.89,7.32,85.84,84628.56,3336.24,36.0,0.907,dairy,ambient,SUP002,unsafe
-20.0,5.65,12.74,5056.49,1571.66,55.0,0.3205,grain,frozen,SUP014,safe
2.23,4.93,5.0,4544.74,159.5,2.0,0.3411,grain,refrigerated,SUP009,safe
5.75,4.03,54.32,7575.08,503.77,14.0,0.6215,processed,vacuum,SUP018,safe
-12.31,5.97,77.69,73154.93,10980.79,613.0,0.7848,seafood,frozen,SUP019,unsafe
3.19,6.18,79.3,3949.55,409.98,31.0,0.8982,meat,refrigerated,SUP012,safe
-12.96,7.18,10.86,1885.12,88.73,43.0,0.3,grain,frozen,SUP013,safe
,5.35,61.39,853.03,45.62,1.0,0.7373,meat,refrigerated,SUP012,safe
,5.5,34.64,4333.64,,165.0,0.5013,processed,canned,SUP012,safe
0.96,4.78,5.0,2867.66,121.97,40.0,0.3061,grain,vacuum,SUP018,safe
-17.62,7.14,93.13,51.14,6.05,363.0,0.8497,seafood,frozen,SUP009,safe
,6.53,7.42,7748.34,538.43,730.0,0.3859,grain,canned,SUP017,unsafe
7.83,4.84,15.39,2846.08,43.44,19.0,0.3904,grain,refrigerated,SUP016,safe
10.11,6.34,98.0,6673.5,530.89,6.0,0.9211,dairy,aerated,SUP017,unsafe
19.05,5.57,44.37,2724.31,228.86,4.0,0.5939,processed,ambient,SUP008,safe
18.94,4.65,73.73,18888.02,2008.16,2.0,0.7707,seafood,ambient,SUP011,unsafe
6.86,7.07,10.68,584.57,55.91,6.0,0.3,grain,aerated,SUP002,safe
12.37,6.08,70.29,1866.43,252.4,282.0,0.7324,meat,canned,SUP008,unsafe
5.28,6.57,30.88,16796.32,1500.71,26.0,0.5455,grain,refrigerated,SUP012,safe
14.84,5.47,85.66,32824.94,2274.25,11.0,0.7814,meat,ambient,SUP001,unsafe
,5.12,91.21,64840.1,1640.21,14.0,0.8384,dairy,canned,SUP013,unsafe
12.83,5.43,64.49,7979.83,272.92,201.0,0.6979,processed,canned,SUP017,unsafe
-11.52,6.43,83.22,44768.89,5211.53,,0.8046,dairy,frozen,SUP014,unsafe
6.88,5.83,72.99,5280.29,118.6,22.0,0.7731,meat,refrigerated,SUP014,safe
3.98,5.87,46.98,5614.23,287.32,0.0,0.5507,processed,aerated,SUP016,safe
2.26,5.61,37.1,4883.05,339.94,29.0,0.5217,processed,refrigerated,SUP017,safe
3.43,7.04,98.0,3815.05,106.38,28.0,0.9346,produce,vacuum,SUP006,safe
0.56,5.62,95.32,11994.54,419.63,20.0,,produce,vacuum,SUP007,safe
10.9,6.45,80.18,2527.08,,155.0,0.8834,seafood,canned,SUP001,unsafe
21.32,5.65,69.98,36018.59,1065.73,330.0,0.7418,meat,canned,SUP015,unsafe
15.83,6.13,54.94,12418.52,303.61,276.0,0.7515,meat,canned,SUP020,unsafe
-8.25,6.31,80.23,2610.05,26.92,192.0,0.8123,produce,frozen,SUP018,safe
16.49,4.83,15.36,1233.67,192.72,311.0,0.4413,grain,canned,SUP013,safe
3.77,6.01,6.71,2446.65,85.07,6.0,0.4402,grain,vacuum,SUP002,safe
12.85,7.29,9.82,3570.95,319.83,108.0,0.3708,grain,canned,SUP019,safe
20.77,6.31,83.95,2807.96,528.41,55.0,0.777,dairy,ambient,SUP015,unsafe
15.31,7.74,73.18,1834.51,110.2,397.0,0.7802,seafood,canned,SUP012,unsafe
12.27,6.89,75.32,874.33,42.86,217.0,0.759,dairy,canned,SUP015,safe
,7.76,63.88,1010.49,166.35,36.0,0.7015,seafood,frozen,SUP018,safe
28.86,6.35,78.53,25445.01,2484.39,0.0,0.9097,seafood,ambient,SUP014,unsafe
8.58,5.36,18.19,32666.73,5303.33,2.0,0.3571,grain,aerated,SUP006,safe
3.02,5.82,53.56,2902.69,,,,meat,refrigerated,SUP012,safe
4.34,5.27,84.76,402.18,61.05,9.0,0.8071,dairy,refrigerated,SUP020,safe
-14.73,6.28,87.81,3778.73,560.34,,0.8554,dairy,frozen,SUP006,safe
6.37,6.2,5.0,12896.61,1012.27,15.0,0.3697,grain,vacuum,SUP009,safe
7.86,6.93,98.0,2766.5,476.97,26.0,0.9529,produce,refrigerated,SUP004,unsafe
5.63,6.82,81.14,30065.83,2073.02,54.0,0.8162,dairy,vacuum,SUP017,unsafe
-17.49,7.0,83.99,2485.03,154.12,24.0,0.8134,dairy,frozen,SUP002,safe
3.52,6.43,88.39,14252.29,2265.21,14.0,0.8903,produce,refrigerated,SUP016,safe
7.61,5.73,67.29,87164.91,9188.8,1.0,0.8228,dairy,aerated,SUP014,unsafe
8.27,5.87,22.09,144.48,7.61,14.0,0.3985,grain,refrigerated,SUP008,safe
9.51,7.44,80.44,,1860.24,6.0,0.9185,produce,vacuum,SUP014,unsafe
4.32,6.44,82.63,4816.13,295.45,6.0,0.8971,dairy,refrigerated,SUP002,safe
-17.84,,90.98,879.37,26.38,150.0,0.9598,dairy,frozen,SUP016,safe
5.32,5.77,64.61,3448.41,320.76,0.0,0.7354,processed,aerated,SUP004,safe
6.05,4.62,59.2,54208.38,6043.55,7.0,0.7434,meat,vacuum,SUP001,safe
20.01,6.05,65.54,50438.45,4279.84,11.0,0.6755,meat,ambient,SUP020,unsafe
4.88,6.12,25.82,109.53,4.8,27.0,0.4345,grain,vacuum,SUP014,safe
4.56,5.26,54.64,1417.05,148.44,87.0,0.6934,processed,vacuum,SUP008,safe
12.22,4.4,56.71,24322.64,933.21,75.0,0.6834,processed,canned,SUP003,safe
-14.07,5.11,5.0,967.91,22.09,76.0,0.3251,grain,frozen,SUP005,safe
-20.0,5.42,66.21,1365.41,143.9,116.0,0.6052,meat,frozen,SUP006,safe
2.7,6.42,83.32,426.76,34.88,15.0,0.8198,dairy,vacuum,SUP008,safe
7.12,6.95,5.0,558.56,17.96,6.0,,grain,aerated,SUP006,safe
12.62,6.95,73.25,828.77,214.69,2.0,0.8008,produce,aerated,SUP006,safe
6.56,8.12,74.9,398.64,20.88,10.0,0.7773,seafood,aerated,SUP004,safe
14.54,5.69,63.54,1619.06,128.44,256.0,0.6816,processed,canned,SUP007,unsafe
4.68,5.7,85.59,1685.66,61.06,1.0,0.9885,dairy,refrigerated,SUP019,safe
12.89,6.67,93.74,2942.08,225.05,,,seafood,aerated,SUP007,unsafe
17.79,6.67,86.79,6657.01,627.63,307.0,0.9169,dairy,canned,SUP003,unsafe
13.83,6.49,72.35,55162.59,5042.32,150.0,0.8804,seafood,canned,SUP008,unsafe
17.57,6.96,97.78,2931.56,111.86,0.0,0.9757,dairy,ambient,SUP001,unsafe
17.01,7.08,87.12,69841.41,2825.25,6.0,0.8278,dairy,ambient,SUP001,unsafe
3.28,6.93,94.62,2431.29,73.44,7.0,0.8706,dairy,refrigerated,SUP014,safe
7.7,6.32,79.32,11374.73,515.29,1.0,0.8638,produce,aerated,SUP006,safe
7.66,4.78,98.0,12358.86,1180.29,38.0,0.834,produce,vacuum,SUP010,unsafe
15.26,6.25,98.0,8514.11,1667.13,454.0,0.9331,produce,canned,SUP014,unsafe
10.78,4.44,52.9,2077.25,169.45,13.0,0.5353,processed,aerated,SUP004,safe
-10.22,5.05,61.93,1521.9,299.2,187.0,0.7075,meat,frozen,SUP006,safe
9.59,6.23,69.54,10006.01,266.42,16.0,0.7947,meat,refrigerated,SUP016,safe
4.37,6.97,18.11,,21.9,13.0,0.4317,grain,refrigerated,SUP001,safe
7.3,6.19,72.35,1994.44,511.68,59.0,0.8172,meat,refrigerated,SUP006,safe
12.95,5.02,56.01,9526.29,983.59,110.0,0.7623,processed,canned,SUP009,unsafe
7.56,6.75,95.12,10880.53,1332.49,4.0,0.9111,dairy,refrigerated,SUP015,unsafe
17.18,5.11,43.52,119122.44,4607.18,49.0,0.7232,processed,canned,SUP012,unsafe
9.03,5.6,73.45,6319.94,532.22,29.0,0.7881,dairy,vacuum,SUP003,safe
4.28,5.01,11.62,1979.79,250.41,1.0,0.423,grain,refrigerated,SUP011,safe
3.99,6.94,76.7,8035.52,541.53,14.0,0.768,seafood,vacuum,SUP015,safe
9.82,5.06,57.86,2367.89,186.04,240.0,0.757,processed,canned,SUP003,unsafe
13.88,6.51,74.26,3988.27,75.36,730.0,0.8347,dairy,canned,SUP014,unsafe
8.6,6.04,98.0,47552.71,2558.79,46.0,0.99,produce,refrigerated,SUP002,unsafe
3.07,,63.54,18353.09,2328.4,19.0,0.7157,processed,refrigerated,SUP004,safe
16.36,7.45,80.0,,6942.49,179.0,0.7572,seafood,canned,SUP019,unsafe
6.53,5.38,90.61,399.41,30.13,28.0,0.912,produce,refrigerated,SUP012,safe
8.15,6.96,82.32,13194.82,1203.26,14.0,0.7503,produce,aerated,SUP002,safe
17.95,7.06,74.57,2061.73,392.46,730.0,0.7679,seafood,canned,SUP017,unsafe
,7.37,85.92,7197.11,1153.28,14.0,0.868,produce,refrigerated,SUP003,safe
0.33,,98.0,10337.33,2093.98,3.0,0.99,produce,refrigerated,SUP010,unsafe
16.25,4.83,49.28,391.15,30.35,2.0,0.6363,processed,ambient,SUP016,safe
6.54,5.78,71.78,21556.51,1705.83,17.0,0.7735,dairy,aerated,SUP009,safe
5.01,4.65,72.55,58152.2,12302.57,0.0,0.7684,meat,refrigerated,SUP011,unsafe
-13.13,4.21,58.26,1503.6,63.52,63.0,0.6116,processed,frozen,SUP015,safe
20.18,5.3,11.75,4576.0,354.34,20.0,0.3806,grain,ambient,SUP003,safe
7.79,7.32,94.69,61311.4,3267.11,0.0,0.9206,seafood,vacuum,SUP016,unsafe
1.15,5.08,97.78,942.51,83.26,33.0,0.8871,produce,refrigerated,SUP012,safe
-17.65,5.95,59.51,267.76,1.57,60.0,0.6275,meat,frozen,SUP005,safe
10.19,7.53,79.49,1588.36,104.69,0.0,0.7926,dairy,aerated,SUP007,safe
-15.89,6.93,82.26,15773.61,500.36,730.0,0.838,seafood,frozen,SUP009,unsafe
9.29,,53.34,5700.48,1531.26,136.0,,meat,canned,SUP018,safe
,4.56,93.36,3140.61,176.92,376.0,0.8543,produce,frozen,SUP008,safe
8.19,6.38,67.38,3064.52,313.88,8.0,0.7525,dairy,refrigerated,SUP012,safe
-9.33,4.57,60.23,1566.9,79.92,195.0,0.7185,processed,frozen,SUP020,safe
-13.44,5.75,59.07,889.39,163.68,49.0,0.69,processed,frozen,SUP002,safe
-12.12,3.71,95.05,1180.95,148.25,125.0,0.8897,produce,frozen,SUP010,safe
10.11,5.85,73.24,1900.46,152.82,13.0,0.8058,seafood,vacuum,SUP019,safe
7.08,5.71,71.7,238.38,6.51,21.0,0.7565,meat,aerated,SUP009,safe
-10.67,7.24,6.87,714.97,40.35,11.0,0.3,grain,frozen,SUP008,safe
14.83,5.68,79.69,591.9,13.41,117.0,0.8698,produce,canned,SUP001,safe
8.74,5.42,81.61,24055.48,287.7,100.0,0.8482,dairy,vacuum,SUP006,unsafe
-13.44,4.04,56.98,914.94,117.54,117.0,0.6644,processed,frozen,SUP012,safe
17.89,7.34,12.44,5595.1,1165.08,334.0,0.3023,grain,canned,SUP019,safe
9.67,4.5,64.51,2505.91,722.19,7.0,0.6821,processed,aerated,SUP017,safe
-18.45,4.75,97.66,1809.29,250.07,13.0,0.99,produce,frozen,SUP002,safe
,6.68,96.59,42692.87,4181.62,0.0,0.8524,produce,vacuum,SUP011,unsafe
16.16,7.81,63.91,982.81,50.56,83.0,0.7029,seafood,ambient,SUP018,safe
7.76,6.02,47.15,297.38,40.38,4.0,0.6056,processed,refrigerated,SUP011,safe
3.73,5.24,5.0,1964.22,414.52,6.0,0.3485,grain,refrigerated,SUP018,safe
9.53,5.28,83.17,2803.95,231.48,51.0,0.7657,dairy,vacuum,SUP008,safe
7.4,,78.07,9036.97,464.52,3.0,0.8161,dairy,refrigerated,SUP015,safe
5.29,,66.22,10152.3,1443.51,18.0,0.6462,meat,refrigerated,SUP009,safe
5.53,6.29,22.61,424.69,11.6,8.0,0.4518,grain,refrigerated,SUP015,safe
7.27,6.18,54.75,10718.48,232.89,87.0,0.6233,processed,vacuum,SUP007,safe
-20.0,5.11,95.07,464.13,15.86,58.0,0.8747,dairy,frozen,SUP020,safe
4.35,6.19,73.99,5245.17,125.05,3.0,0.8227,produce,refrigerated,SUP013,safe
-17.35,4.92,70.58,584.99,21.82,320.0,0.747,meat,frozen,SUP013,safe
-13.49,5.68,59.67,2518.45,221.13,71.0,0.7115,processed,frozen,SUP001,safe
-17.43,5.62,27.06,1143.16,127.67,95.0,0.5013,grain,frozen,SUP020,safe
-17.55,5.35,5.0,299.49,19.77,284.0,0.396,grain,frozen,SUP004,safe
10.81,6.51,76.49,750.42,34.31,45.0,0.7367,seafood,vacuum,SUP004,safe
-10.79,5.84,90.34,12668.82,195.89,104.0,0.9332,seafood,frozen,SUP004,safe
5.99,5.83,68.08,2199.04,53.67,12.0,0.7433,meat,vacuum,SUP013,safe
14.55,5.88,75.9,125369.36,7198.44,527.0,0.7744,dairy,canned,SUP002,unsafe
8.26,6.63,5.0,783.31,51.59,1.0,0.3,grain,aerated,SUP015,safe
-12.29,6.51,5.0,21672.44,,474.0,,grain,frozen,SUP004,safe
3.97,6.35,33.11,521.38,20.03,7.0,0.4691,processed,vacuum,SUP006,safe
6.98,5.29,50.58,34950.77,719.63,22.0,0.6547,processed,refrigerated,SUP003,safe
3.24,5.92,98.0,8447.84,426.8,7.0,0.99,produce,refrigerated,SUP007,safe
4.74,7.12,5.0,3383.71,292.47,9.0,0.3815,grain,vacuum,SUP006,safe
6.07,4.5,52.58,928.1,1.71,23.0,0.7113,processed,vacuum,SUP003,safe
4.23,4.81,20.45,5641.99,442.39,11.0,,grain,vacuum,SUP004,safe
4.99,5.96,69.97,14168.18,941.58,2.0,0.793,meat,refrigerated,SUP010,safe
-15.61,5.86,63.89,971.67,114.01,49.0,0.6581,seafood,frozen,SUP009,safe
-12.59,8.46,88.86,2838.43,,363.0,0.8659,dairy,frozen,SUP006,safe
9.65,6.16,49.45,868.96,84.04,5.0,0.7085,processed,vacuum,SUP020,safe
-16.16,,88.43,2242.83,191.02,647.0,0.8444,produce,frozen,SUP011,safe
3.61,5.85,64.53,7969.44,240.55,0.0,0.775,meat,refrigerated,SUP007,safe
5.38,5.94,90.87,3264.07,243.32,15.0,0.9414,produce,refrigerated,SUP018,safe
-15.31,5.13,95.1,3693.58,140.97,349.0,0.9719,produce,frozen,SUP004,safe
7.39,6.51,93.91,3337.18,177.37,122.0,0.847,meat,vacuum,SUP005,safe
7.67,5.53,86.12,56670.73,3163.26,6.0,0.8861,dairy,vacuum,SUP004,unsafe
9.25,3.47,98.0,8950.41,398.02,53.0,0.9292,produce,vacuum,SUP004,unsafe
,,83.58,8314.49,763.83,0.0,0.8977,seafood,aerated,SUP013,safe
3.17,4.84,11.0,,20.69,19.0,0.3,grain,vacuum,SUP016,safe
8.08,8.18,81.49,5652.26,340.63,,0.848,seafood,aerated,SUP014,safe
11.1,7.45,5.0,773.76,80.2,154.0,0.3438,grain,canned,SUP011,safe
20.69,4.38,93.06,15572.64,3257.31,11.0,0.8054,produce,ambient,SUP002,unsafe
-17.49,6.53,70.08,272.36,35.08,22.0,0.7112,produce,frozen,SUP014,safe
11.0,6.76,5.0,6061.78,729.42,0.0,0.3,grain,refrigerated,SUP007,safe
7.89,5.74,81.1,1681.44,101.8,1.0,0.7908,seafood,refrigerated,SUP011,safe
6.04,6.19,96.94,35870.98,2216.58,93.0,0.9576,dairy,vacuum,SUP004,unsafe
6.6,6.04,98.0,117236.8,12291.16,0.0,0.9468,dairy,refrigerated,SUP007,unsafe
4.09,6.6,9.63,1764.16,422.18,8.0,0.3711,grain,aerated,SUP016,safe
-6.43,4.52,91.56,45033.95,3215.75,263.0,0.8431,produce,frozen,SUP006,unsafe
12.23,5.42,98.0,66948.96,7662.93,306.0,0.99,produce,canned,SUP006,unsafe
18.64,5.25,56.71,794.52,111.06,39.0,0.6676,meat,ambient,SUP002,safe
3.43,6.88,89.05,6103.69,151.51,7.0,0.8805,dairy,aerated,SUP008,safe
10.46,6.33,76.72,13620.81,332.75,4.0,0.8457,dairy,aerated,SUP007,safe
15.68,5.37,,14561.08,2281.13,14.0,0.6943,meat,ambient,SUP014,unsafe
6.3,5.33,,10293.1,1551.91,127.0,0.8666,produce,vacuum,SUP009,unsafe
2.37,7.43,74.35,6033.74,564.44,50.0,0.8045,meat,refrigerated,SUP015,safe
,6.67,85.5,4229.27,,14.0,0.8285,seafood,refrigerated,SUP018,safe
1.59,4.17,58.91,4029.43,182.09,3.0,0.7155,processed,refrigerated,SUP012,safe
19.68,6.27,73.48,1431.68,22.38,17.0,0.8015,meat,ambient,SUP019,safe
15.16,6.89,81.72,5517.8,688.48,20.0,0.8261,seafood,ambient,SUP013,unsafe
3.75,4.87,30.54,296.85,8.86,63.0,0.4919,grain,vacuum,SUP007,safe
5.99,7.59,54.76,1815.36,69.85,15.0,0.6821,meat,refrigerated,SUP010,safe
-6.19,,98.0,2433.5,171.36,130.0,0.9764,produce,frozen,SUP010,safe
-12.57,5.7,9.1,543.78,100.45,205.0,0.3623,grain,frozen,SUP002,safe
3.25,5.13,55.71,731.38,59.72,1.0,0.7181,processed,vacuum,SUP014,safe
2.9,7.88,81.74,7567.58,1283.65,20.0,0.8643,dairy,refrigerated,SUP013,safe
19.09,3.66,42.97,2684.67,441.44,7.0,0.4899,processed,ambient,SUP006,safe
17.95,7.22,84.85,4423.27,676.95,32.0,0.7813,seafood,ambient,SUP009,unsafe
16.71,7.47,80.42,1226.88,37.02,44.0,0.8819,meat,canned,SUP013,unsafe
,7.1,84.73,3444.39,165.01,5.0,0.8384,seafood,vacuum,SUP009,safe
16.72,4.01,44.58,28013.56,2150.7,13.0,0.598,processed,canned,SUP013,safe
3.06,6.51,98.0,39523.93,2236.39,33.0,0.99,seafood,refrigerated,SUP005,unsafe
7.98,5.97,81.99,10045.04,1808.13,12.0,0.8326,meat,refrigerated,SUP014,unsafe
,6.56,98.0,2134.35,127.66,80.0,0.9389,produce,frozen,SUP005,safe
3.09,5.53,66.47,9197.25,1374.46,69.0,0.6886,meat,vacuum,SUP009,safe
20.53,7.16,78.75,9297.29,765.36,359.0,0.8304,dairy,canned,SUP008,unsafe
-19.47,,82.2,1882.83,85.23,174.0,0.8636,dairy,frozen,SUP007,safe
16.78,5.35,95.81,3208.11,226.05,20.0,0.8939,dairy,ambient,SUP008,unsafe
-15.88,6.11,75.09,6422.76,1107.12,1.0,0.742,dairy,frozen,SUP003,safe
21.52,7.65,74.32,51471.73,5955.37,109.0,0.9144,dairy,canned,SUP015,unsafe
-8.58,5.56,95.4,,1708.29,20.0,0.9154,produce,frozen,SUP008,safe
10.48,6.73,88.19,95944.2,16587.05,48.0,,dairy,vacuum,SUP001,unsafe
,6.02,62.3,13247.81,908.32,8.0,0.7403,meat,ambient,SUP007,unsafe
21.28,6.89,5.0,10205.79,877.03,218.0,0.33,grain,canned,SUP019,safe
-12.89,6.51,94.38,4325.91,300.52,78.0,0.8592,seafood,frozen,SUP002,safe
16.93,6.05,93.57,1776.45,,56.0,0.9324,produce,canned,SUP014,unsafe
4.54,5.84,71.36,1109.19,88.74,44.0,0.7212,dairy,refrigerated,SUP018,safe
3.85,8.09,72.06,4895.97,509.99,37.0,0.8472,dairy,refrigerated,SUP015,safe
3.24,5.86,81.38,4438.26,287.23,1.0,0.8537,dairy,refrigerated,SUP014,safe
8.37,5.79,92.33,15880.82,,12.0,0.8863,dairy,aerated,SUP019,unsafe
15.83,6.24,75.95,5177.42,294.07,244.0,0.7991,meat,canned,SUP019,unsafe
7.1,6.56,96.32,9627.98,1945.18,66.0,0.9712,dairy,vacuum,SUP017,unsafe
3.91,6.76,70.1,4621.39,848.22,2.0,0.7649,dairy,refrigerated,SUP019,safe
10.53,6.68,87.24,10356.59,174.35,6.0,0.9732,dairy,vacuum,SUP016,unsafe
-20.0,6.13,94.26,6872.73,781.45,398.0,0.9695,seafood,frozen,SUP020,safe
5.53,7.09,83.33,712.41,4.45,31.0,0.866,meat,refrigerated,SUP019,safe
6.15,6.51,73.59,141.72,11.47,,0.7315,meat,refrigerated,SUP001,safe
